pixelID x y
838 -2.5 7.0
839 -3.0 7.0
840 -3.5 7.0
841 -4.0 7.0
842 -4.5 7.0
843 -5.0 7.0
844 -5.5 7.0
845 -6.0 7.0
846 -6.5 7.0
847 -7.0 7.0
848 -7.5 7.0
849 -8.0 7.0
850 -8.5 7.0
851 -9.0 7.0
852 -9.5 7.0
853 -10.0 7.0
854 -10.5 7.0
855 -11.0 7.0
856 -11.5 7.0
857 -12.0 7.0
858 -12.5 7.0
859 -13.0 7.0
860 0 7.5
861 0.5 7.5
862 1.0 7.5
863 1.5 7.5
864 2.0 7.5
865 2.5 7.5
866 3.0 7.5
867 3.5 7.5
868 4.0 7.5
869 4.5 7.5
870 5.0 7.5
871 5.5 7.5
872 6.0 7.5
873 6.5 7.5
874 7.0 7.5
875 7.5 7.5
876 8.0 7.5
877 8.5 7.5
878 9.0 7.5
879 9.5 7.5
880 10.0 7.5
881 10.5 7.5
882 11.0 7.5
883 11.5 7.5
884 12.0 7.5
885 12.5 7.5
886 -0.5 7.5
887 -1.0 7.5
888 -1.5 7.5
889 -2.0 7.5
890 -2.5 7.5
891 -3.0 7.5
892 -3.5 7.5
893 -4.0 7.5
894 -4.5 7.5
895 -5.0 7.5
896 -5.5 7.5
897 -6.0 7.5
898 -6.5 7.5
899 -7.0 7.5
900 -7.5 7.5
901 -8.0 7.5
902 -8.5 7.5
903 -9.0 7.5
904 -9.5 7.5
905 -10.0 7.5
906 -10.5 7.5
907 -11.0 7.5
908 -11.5 7.5
909 -12.0 7.5
910 -12.5 7.5
911 0 8.0
912 0.5 8.0
913 1.0 8.0
914 1.5 8.0
915 2.0 8.0
916 2.5 8.0
917 3.0 8.0
918 3.5 8.0
919 4.0 8.0
920 4.5 8.0
921 5.0 8.0
922 5.5 8.0
923 6.0 8.0
924 6.5 8.0
925 7.0 8.0
926 7.5 8.0
927 8.0 8.0
928 8.5 8.0
929 9.0 8.0
930 9.5 8.0
931 10.0 8.0
932 10.5 8.0
933 11.0 8.0
934 11.5 8.0
935 12.0 8.0
936 12.5 8.0
937 -0.5 8.0
938 -1.0 8.0
939 -1.5 8.0
940 -2.0 8.0
941 -2.5 8.0
942 -3.0 8.0
943 -3.5 8.0
944 -4.0 8.0
945 -4.5 8.0
946 -5.0 8.0
947 -5.5 8.0
948 -6.0 8.0
949 -6.5 8.0
950 -7.0 8.0
951 -7.5 8.0
952 -8.0 8.0
953 -8.5 8.0
954 -9.0 8.0
955 -9.5 8.0
956 -10.0 8.0
957 -10.5 8.0
958 -11.0 8.0
959 -11.5 8.0
960 -12.0 8.0
961 -12.5 8.0
962 0 8.5
963 0.5 8.5
964 1.0 8.5
965 1.5 8.5
966 2.0 8.5
967 2.5 8.5
968 3.0 8.5
969 3.5 8.5
970 4.0 8.5
971 4.5 8.5
972 5.0 8.5
973 5.5 8.5
974 6.0 8.5
975 6.5 8.5
976 7.0 8.5
977 7.5 8.5
978 8.0 8.5
979 8.5 8.5
980 9.0 8.5
981 9.5 8.5
982 10.0 8.5
983 10.5 8.5
984 11.0 8.5
985 11.5 8.5
986 12.0 8.5
987 -0.5 8.5
988 -1.0 8.5
989 -1.5 8.5
990 -2.0 8.5
991 -2.5 8.5
992 -3.0 8.5
993 -3.5 8.5
994 -4.0 8.5
995 -4.5 8.5
996 -5.0 8.5
997 -5.5 8.5
998 -6.0 8.5
999 -6.5 8.5
1000 -7.0 8.5
1001 -7.5 8.5
1002 -8.0 8.5
1003 -8.5 8.5
1004 -9.0 8.5
1005 -9.5 8.5
1006 -10.0 8.5
1007 -10.5 8.5
1008 -11.0 8.5
1009 -11.5 8.5
1010 -12.0 8.5
1011 0 9.0
1012 0.5 9.0
1013 1.0 9.0
1014 1.5 9.0
1015 2.0 9.0
1016 2.5 9.0
1017 3.0 9.0
1018 3.5 9.0
1019 4.0 9.0
1020 4.5 9.0
1021 5.0 9.0
1022 5.5 9.0
1023 6.0 9.0
1024 6.5 9.0
1025 7.0 9.0
1026 7.5 9.0
1027 8.0 9.0
1028 8.5 9.0
1029 9.0 9.0
1030 9.5 9.0
1031 10.0 9.0
1032 10.5 9.0
1033 11.0 9.0
1034 11.5 9.0
1035 -0.5 9.0
1036 -1.0 9.0
1037 -1.5 9.0
1038 -2.0 9.0
1039 -2.5 9.0
1040 -3.0 9.0
1041 -3.5 9.0
1042 -4.0 9.0
1043 -4.5 9.0
1044 -5.0 9.0
1045 -5.5 9.0
1046 -6.0 9.0
1047 -6.5 9.0
1048 -7.0 9.0
1049 -7.5 9.0
1050 -8.0 9.0
1051 -8.5 9.0
1052 -9.0 9.0
1053 -9.5 9.0
1054 -10.0 9.0
1055 -10.5 9.0
1056 -11.0 9.0
1057 -11.5 9.0
1058 0 9.5
1059 0.5 9.5
1060 1.0 9.5
1061 1.5 9.5
1062 2.0 9.5
1063 2.5 9.5
1064 3.0 9.5
1065 3.5 9.5
1066 4.0 9.5
1067 4.5 9.5
1068 5.0 9.5
1069 5.5 9.5
1070 6.0 9.5
1071 6.5 9.5
1072 7.0 9.5
1073 7.5 9.5
1074 8.0 9.5
1075 8.5 9.5
1076 9.0 9.5
1077 9.5 9.5
1078 10.0 9.5
1079 10.5 9.5
1080 11.0 9.5
1081 11.5 9.5
1082 -0.5 9.5
1083 -1.0 9.5
1084 -1.5 9.5
1085 -2.0 9.5
1086 -2.5 9.5
1087 -3.0 9.5
1088 -3.5 9.5
1089 -4.0 9.5
1090 -4.5 9.5
1091 -5.0 9.5
1092 -5.5 9.5
1093 -6.0 9.5
1094 -6.5 9.5
1095 -7.0 9.5
1096 -7.5 9.5
1097 -8.0 9.5
1098 -8.5 9.5
1099 -9.0 9.5
1100 -9.5 9.5
1101 -10.0 9.5
1102 -10.5 9.5
1103 -11.0 9.5
1104 -11.5 9.5
1105 0 10.0
1106 0.5 10.0
1107 1.0 10.0
1108 1.5 10.0
1109 2.0 10.0
1110 2.5 10.0
1111 3.0 10.0
1112 3.5 10.0
1113 4.0 10.0
1114 4.5 10.0
1115 5.0 10.0
1116 5.5 10.0
1117 6.0 10.0
1118 6.5 10.0
1119 7.0 10.0
1120 7.5 10.0
1121 8.0 10.0
1122 8.5 10.0
1123 9.0 10.0
1124 9.5 10.0
1125 10.0 10.0
1126 10.5 10.0
1127 11.0 10.0
1128 -0.5 10.0
1129 -1.0 10.0
1130 -1.5 10.0
1131 -2.0 10.0
1132 -2.5 10.0
1133 -3.0 10.0
1134 -3.5 10.0
1135 -4.0 10.0
1136 -4.5 10.0
1137 -5.0 10.0
1138 -5.5 10.0
1139 -6.0 10.0
1140 -6.5 10.0
1141 -7.0 10.0
1142 -7.5 10.0
1143 -8.0 10.0
1144 -8.5 10.0
1145 -9.0 10.0
1146 -9.5 10.0
1147 -10.0 10.0
1148 -10.5 10.0
1149 -11.0 10.0
1150 0 10.5
1151 0.5 10.5
1152 1.0 10.5
1153 1.5 10.5
1154 2.0 10.5
1155 2.5 10.5
1156 3.0 10.5
1157 3.5 10.5
1158 4.0 10.5
1159 4.5 10.5
1160 5.0 10.5
1161 5.5 10.5
1162 6.0 10.5
1163 6.5 10.5
1164 7.0 10.5
1165 7.5 10.5
1166 8.0 10.5
1167 8.5 10.5
1168 9.0 10.5
1169 9.5 10.5
1170 10.0 10.5
1171 10.5 10.5
1172 -0.5 10.5
1173 -1.0 10.5
1174 -1.5 10.5
1175 -2.0 10.5
1176 -2.5 10.5
1177 -3.0 10.5
1178 -3.5 10.5
1179 -4.0 10.5
1180 -4.5 10.5
1181 -5.0 10.5
1182 -5.5 10.5
1183 -6.0 10.5
1184 -6.5 10.5
1185 -7.0 10.5
1186 -7.5 10.5
1187 -8.0 10.5
1188 -8.5 10.5
1189 -9.0 10.5
1190 -9.5 10.5
1191 -10.0 10.5
1192 -10.5 10.5
1193 0 11.0
1194 0.5 11.0
1195 1.0 11.0
1196 1.5 11.0
1197 2.0 11.0
1198 2.5 11.0
1199 3.0 11.0
1200 3.5 11.0
1201 4.0 11.0
1202 4.5 11.0
1203 5.0 11.0
1204 5.5 11.0
1205 6.0 11.0
1206 6.5 11.0
1207 7.0 11.0
1208 7.5 11.0
1209 8.0 11.0
1210 8.5 11.0
1211 9.0 11.0
1212 9.5 11.0
1213 10.0 11.0
1214 -0.5 11.0
1215 -1.0 11.0
1216 -1.5 11.0
1217 -2.0 11.0
1218 -2.5 11.0
1219 -3.0 11.0
1220 -3.5 11.0
1221 -4.0 11.0
1222 -4.5 11.0
1223 -5.0 11.0
1224 -5.5 11.0
1225 -6.0 11.0
1226 -6.5 11.0
1227 -7.0 11.0
1228 -7.5 11.0
1229 -8.0 11.0
1230 -8.5 11.0
1231 -9.0 11.0
1232 -9.5 11.0
1233 -10.0 11.0
1234 0 11.5
1235 0.5 11.5
1236 1.0 11.5
1237 1.5 11.5
1238 2.0 11.5
1239 2.5 11.5
1240 3.0 11.5
1241 3.5 11.5
1242 4.0 11.5
1243 4.5 11.5
1244 5.0 11.5
1245 5.5 11.5
1246 6.0 11.5
1247 6.5 11.5
1248 7.0 11.5
1249 7.5 11.5
1250 8.0 11.5
1251 8.5 11.5
1252 9.0 11.5
1253 9.5 11.5
1254 -0.5 11.5
1255 -1.0 11.5
1256 -1.5 11.5
1257 -2.0 11.5
1258 -2.5 11.5
1259 -3.0 11.5
1260 -3.5 11.5
1261 -4.0 11.5
1262 -4.5 11.5
1263 -5.0 11.5
1264 -5.5 11.5
1265 -6.0 11.5
1266 -6.5 11.5
1267 -7.0 11.5
1268 -7.5 11.5
1269 -8.0 11.5
1270 -8.5 11.5
1271 -9.0 11.5
1272 -9.5 11.5
1273 0 12.0
1274 0.5 12.0
1275 1.0 12.0
1276 1.5 12.0
1277 2.0 12.0
1278 2.5 12.0
1279 3.0 12.0
1280 3.5 12.0
1281 4.0 12.0
1282 4.5 12.0
1283 5.0 12.0
1284 5.5 12.0
1285 6.0 12.0
1286 6.5 12.0
1287 7.0 12.0
1288 7.5 12.0
1289 8.0 12.0
1290 8.5 12.0
1291 -0.5 12.0
1292 -1.0 12.0
1293 -1.5 12.0
1294 -2.0 12.0
1295 -2.5 12.0
1296 -3.0 12.0
1297 -3.5 12.0
1298 -4.0 12.0
1299 -4.5 12.0
1300 -5.0 12.0
1301 -5.5 12.0
1302 -6.0 12.0
1303 -6.5 12.0
1304 -7.0 12.0
1305 -7.5 12.0
1306 -8.0 12.0
1307 -8.5 12.0
1308 0 12.5
1309 0.5 12.5
1310 1.0 12.5
1311 1.5 12.5
1312 2.0 12.5
1313 2.5 12.5
1314 3.0 12.5
1315 3.5 12.5
1316 4.0 12.5
1317 4.5 12.5
1318 5.0 12.5
1319 5.5 12.5
