pixelID mppcID probability
16 10 0.0005036406873112353
16 11 0.00040235509039576733
16 12 0.00041015133377431123
16 13 0.0004627925044090597
16 14 0.0005640879285790934
16 15 0.0007349134685277203
16 16 0.00106407650976581
17 1 0.0014300912968849833
17 2 0.0010953730253867033
17 3 0.0007287572879326742
17 4 0.0005554686505564038
17 5 0.0004783899461698951
17 6 0.0004056013849165173
17 7 0.00040216086287439556
17 8 0.0005553982833927107
17 9 0.0005763179739028401
17 10 0.0005553982833923499
17 11 0.00040216086281541497
17 12 0.00040560138490652875
17 13 0.00047838994612292574
17 14 0.000555468650573987
17 15 0.000728757287955073
17 16 0.0010953730253696614
18 1 0.0015699055044927634
18 2 0.0011272471881442203
18 3 0.0007350309171135216
18 4 0.0005401018584184764
18 5 0.00048073695285994616
18 6 0.0004210366772497004
18 7 0.00041508786398933295
18 8 0.0006090008460598595
18 9 0.0005460325283667966
18 10 0.0006090008461017149
18 11 0.0004150878638932154
18 12 0.00042103667720960747
18 13 0.000480736952841454
18 14 0.0005401018584115791
18 15 0.0007350309171263447
18 16 0.001127247188150382
19 1 0.0017414232017719522
19 2 0.0011856536082606728
19 3 0.0007328710506681047
19 4 0.0005316100208684199
19 5 0.00047916729502061467
19 6 0.00046915220941733636
19 7 0.0005086039893128849
19 8 0.0006402492231984136
19 9 0.0005378294094235125
19 10 0.0006402492231372681
19 11 0.000508603989311629
19 12 0.000469152209511714
19 13 0.0004791672949151504
19 14 0.0005316100208370145
19 15 0.000732871050714512
19 16 0.0011856536082677227
20 1 0.0019410595058277913
20 2 0.0012725443105595646
20 3 0.000783946323920065
20 4 0.0005492342302514247
20 5 0.0004937330920981066
20 6 0.000535542821413295
20 7 0.0007955873129980792
20 8 0.0006693151045498585
20 9 0.0005825555465859833
20 10 0.0006693151045493173
20 11 0.0007955873130516267
20 12 0.0005355428214610658
20 13 0.0004937330920751215
20 14 0.0005492342302026998
20 15 0.0007839463239223132
20 16 0.001272544310546908
21 1 0.0022183012916197065
21 2 0.001390932217124774
21 3 0.0009083718777807281
21 4 0.0006414705556685579
21 5 0.0005561038725310358
21 6 0.0006122030260002752
21 7 0.001213433696305992
21 8 0.0007635542991275834
21 9 0.0006163637566649061
21 10 0.0007635542991900057
21 11 0.001213433696411803
21 12 0.0006122030259906319
21 13 0.0005561038726500378
21 14 0.0006414705556572198
21 15 0.0009083718777576077
21 16 0.0013909322171312688
22 1 0.002606402076875347
22 2 0.0015389105548805349
22 3 0.0010532056919677346
22 4 0.0008242345784497118
22 5 0.0006876838334138151
22 6 0.0008018163369349655
22 7 0.0015016828313652933
22 8 0.0009557144158593295
22 9 0.0006430303925567538
22 10 0.0009557144159424436
22 11 0.0015016828313429986
22 12 0.000801816336891692
22 13 0.0006876838333647051
22 14 0.00082423457846037
22 15 0.0010532056919649868
22 16 0.0015389105548930804
23 1 0.0031456648331600334
23 2 0.0016886387604350683
23 3 0.0011569290640619234
23 4 0.0010199969913696344
23 5 0.0008389671434223898
23 6 0.001307455599320842
23 7 0.0014642346533787348
23 8 0.0011841425335655936
23 9 0.000870165716946536
23 10 0.0011841425336031053
23 11 0.001464234653295593
23 12 0.0013074555993866088
23 13 0.0008389671433264301
23 14 0.0010199969913873286
23 15 0.001156929064080492
23 16 0.0016886387604533315
24 1 0.003806157233062879
24 2 0.001813486939160447
24 3 0.0012296473516469342
24 4 0.0011521725691528845
24 5 0.0009973719508673904
24 6 0.001869109986950931
24 7 0.0013139261660139769
24 8 0.0013730979578291391
24 9 0.0013875639379681282
24 10 0.0013730979577105673
24 11 0.0013139261659146362
24 12 0.0018691099869485583
24 13 0.0009973719508609147
24 14 0.0011521725691794327
24 15 0.0012296473516628659
24 16 0.001813486939193476
25 1 0.004389562248227508
25 2 0.0018999362742371795
25 3 0.0013114684316205827
25 4 0.0012147933528772331
25 5 0.001339645653677739
25 6 0.002003287202791753
25 7 0.0013328807291471748
25 8 0.0015410902543105537
25 9 0.001861430233034811
25 10 0.0015410902542052352
25 11 0.0013328807290764466
25 12 0.002003287202970716
25 13 0.0013396456537084767
25 14 0.0012147933528825483
25 15 0.0013114684316288816
25 16 0.0018999362742655457
26 1 0.004927439237491615
26 2 0.0019508449757497104
26 3 0.0014004119131391934
26 4 0.001295118474066076
26 5 0.001953529246339441
26 6 0.0018592263110688667
26 7 0.0015231957687842183
26 8 0.001766363998304557
26 9 0.002007059489057883
26 10 0.0017663639984165647
26 11 0.0015231957687483755
26 12 0.0018592263109773466
26 13 0.0019535292463532805
26 14 0.001295118474080592
26 15 0.0014004119131694193
26 16 0.001950844975777244
27 1 0.0065986582477644
27 2 0.001953253751479367
27 3 0.0014627886823266323
27 4 0.0015413375325147999
27 5 0.002479157959482701
27 6 0.0018162257146765624
27 7 0.0018202489101163122
27 8 0.0020188868367192886
27 9 0.0020082662343389734
27 10 0.0020188868368522517
27 11 0.0018202489101731834
27 12 0.0018162257145544203
27 13 0.00247915795953757
27 14 0.0015413375325263878
27 15 0.0014627886823828096
27 16 0.001953253751459938
28 1 0.010465799732951697
28 2 0.0018989987230536576
28 3 0.0015812638996952066
28 4 0.0019812635490743247
28 5 0.0025825906437629068
28 6 0.0020186934209995605
28 7 0.002098910318283801
28 8 0.002217800840217596
28 9 0.002161995735806832
28 10 0.002217800840254358
28 11 0.0020989103182487145
28 12 0.0020186934209605045
28 13 0.002582590643782634
28 14 0.001981263549142298
28 15 0.0015812638997072526
28 16 0.001898998723015799
29 1 0.01430334152313506
29 2 0.0019015178030961088
29 3 0.0018997589915997204
29 4 0.002418370767222608
29 5 0.002415813011275362
29 6 0.0023147970391269807
29 7 0.002294873827747724
29 8 0.0023866119583113576
29 9 0.0024970083927356446
29 10 0.0023866119583650924
29 11 0.0022948738277732694
29 12 0.0023147970390684502
29 13 0.0024158130114013687
29 14 0.002418370767248712
29 15 0.0018997589916323054
29 16 0.0019015178030681312
30 1 0.015326569021960168
30 2 0.002210269357447725
30 3 0.002452066926008134
30 4 0.002717108301747234
30 5 0.0022124055568124926
30 6 0.0025725328103829046
30 7 0.002513589896535145
30 8 0.0025821590147147855
30 9 0.002901826361774107
30 10 0.002582159014709373
30 11 0.0025135898967718617
30 12 0.002572532810334982
30 13 0.002212405556917707
30 14 0.0027171083017418773
30 15 0.002452066926034391
30 16 0.0022102693573791132
31 1 0.000558394648731475
31 2 0.0005597521815580153
31 3 0.0005629334060741065
31 4 0.0005668645306430853
31 5 0.0005723760094750174
31 6 0.000580669884843954
31 7 0.0005904130269012153
31 8 0.0005983712611785652
31 9 0.0006014656791487605
31 10 0.0005983712611986325
31 11 0.0005904130268877816
31 12 0.000580669884836682
31 13 0.0005723760094775432
31 14 0.0005668645306332598
31 15 0.0005629334060610613
31 16 0.0005597521815375039
32 1 0.00053689180447683
32 2 0.0005446833508956916
32 3 0.0005585904442301226
32 4 0.000566080497606869
32 5 0.0005714891770561281
32 6 0.0005856974194783371
32 7 0.0006060528658591857
32 8 0.0006237406475956275
32 9 0.0006313878610320622
32 10 0.0006237406475994023
32 11 0.0006060528658766717
32 12 0.0005856974194807518
32 13 0.0005714891770496611
32 14 0.0005660804976160561
32 15 0.0005585904442064749
32 16 0.0005446833508955251
33 1 0.0005009879887145907
33 2 0.0005224811424825448
33 3 0.0005549062769784618
33 4 0.0005724997270215582
33 5 0.0005847527022140864
33 6 0.0005949190785178304
33 7 0.0006200464246138293
33 8 0.0006431218765769464
33 9 0.0006546343010732092
33 10 0.0006431218765898528
33 11 0.00062004642462124
33 12 0.0005949190785207448
33 13 0.0005847527022467547
33 14 0.000572499726987391
33 15 0.0005549062769885371
33 16 0.0005224811424825726
34 1 0.0004729936485559083
34 2 0.0005026275956921955
34 3 0.0005372700543312958
34 4 0.0005643020305621804
34 5 0.000590394052117138
34 6 0.0005990262297254634
34 7 0.0006351619957971621
34 8 0.0006624027843599722
34 9 0.0006854927613387241
34 10 0.000662402784366023
34 11 0.0006351619958255283
34 12 0.0005990262297238813
34 13 0.0005903940521099771
34 14 0.0005643020305904634
34 15 0.0005372700543362918
34 16 0.0005026275957132065
35 1 0.0004826216482804735
35 2 0.0004940842029552139
35 3 0.0005114159591310119
35 4 0.0005405083550047984
35 5 0.0005681959283791449
35 6 0.0006067638673518116
35 7 0.0006635386831596035
35 8 0.0006891099638332565
35 9 0.0007352922415355678
35 10 0.0006891099638240972
35 11 0.0006635386831435885
35 12 0.0006067638673679654
35 13 0.0005681959283976024
35 14 0.0005405083550158452
35 15 0.00051141595915008
35 16 0.000494084202960432
36 1 0.0005071711914648724
36 2 0.0004906097983511937
36 3 0.0004865374584143711
36 4 0.0005170273145359006
36 5 0.0005433685084653694
36 6 0.0006193074746876914
36 7 0.0006881463525068576
36 8 0.0007173937561195665
36 9 0.0007809537332061911
36 10 0.0007173937561206767
36 11 0.0006881463525008902
36 12 0.0006193074746959348
36 13 0.0005433685084834661
36 14 0.0005170273145218562
36 15 0.0004865374583464255
36 16 0.0004906097983524704
37 1 0.0005178748357186902
37 2 0.00048594517333200304
37 3 0.0004719716972323429
37 4 0.0005013831680710235
37 5 0.0005417099255248248
37 6 0.0006202025679584167
37 7 0.0006907489094502561
37 8 0.0007524103152325434
37 9 0.000793279031141958
37 10 0.000752410315220442
37 11 0.0006907489094429564
37 12 0.0006202025679920564
37 13 0.0005417099255231594
37 14 0.0005013831680377168
37 15 0.0004719716972145932
37 16 0.0004859451733458531
38 1 0.0005094158425557327
38 2 0.00047776064905130644
38 3 0.0004689587503421411
38 4 0.0004939271366196651
38 5 0.0005457474815349639
38 6 0.0006181547584434011
38 7 0.0006854892793562439
38 8 0.0007976706125883415
38 9 0.0008136223611082127
38 10 0.0007976706125878419
38 11 0.000685489279357604
38 12 0.000618154758459083
38 13 0.00054574748154676
38 14 0.0004939271366087711
38 15 0.0004689587503471371
38 16 0.0004777606490464492
39 1 0.0004923226035725148
39 2 0.00046224615744350217
39 3 0.0004630862619423026
39 4 0.0004888128094887034
39 5 0.000533940898320262
39 6 0.0006213944417718942
39 7 0.0006928401869087386
39 8 0.0008400456581992843
39 9 0.0008711534443406888
39 10 0.0008400456582056126
39 11 0.0006928401869078782
39 12 0.0006213944417673423
39 13 0.0005339408983459776
39 14 0.0004888128095255628
39 15 0.00046308626192111124
39 16 0.0004622461574796677
40 1 0.0005031318907070814
40 2 0.00044146691516916414
40 3 0.0004507507654986642
40 4 0.00047829767500595644
40 5 0.0005184356417956559
40 6 0.0006152029328486686
40 7 0.0007146284840597872
40 8 0.000862507131358492
40 9 0.0009347547861852101
40 10 0.0008625071313735355
40 11 0.0007146284840560402
40 12 0.0006152029328279213
40 13 0.0005184356418297814
40 14 0.0004782976750409146
40 15 0.00045075076551825966
40 16 0.0004414669151390216
41 1 0.0005651760152483865
41 2 0.00042947388398401065
41 3 0.00043974626991727384
41 4 0.0004661270688518515
41 5 0.0005130013154380775
41 6 0.0006021750025624328
41 7 0.000731429723926813
41 8 0.0008819041168640629
41 9 0.000992184070744584
41 10 0.0008819041168741104
41 11 0.0007314297239287559
41 12 0.0006021750025502481
41 13 0.0005130013154104607
41 14 0.0004661270688503666
41 15 0.00043974626988020626
41 16 0.0004294738839616119
42 1 0.0006218940795278405
42 2 0.00043313929731253475
42 3 0.00042674988134566716
42 4 0.0004563062979980881
42 5 0.0005021204532723589
42 6 0.0005881861413925549
42 7 0.0007279630143053328
42 8 0.0009264284506763643
42 9 0.00105598383650507
42 10 0.000926428450667649
42 11 0.0007279630143008087
42 12 0.0005881861413948586
42 13 0.000502120453244867
42 14 0.00045630629798013717
42 15 0.00042674988134591696
42 16 0.0004331392973069975
43 1 0.0006048626349929032
43 2 0.000448021157399614
43 3 0.00041244594413258895
43 4 0.0004411803867223618
43 5 0.00047535729710512786
43 6 0.0005699745023094449
43 7 0.0007298189626739893
43 8 0.0009771073589239787
43 9 0.001149663817004154
43 10 0.0009771073589068258
43 11 0.0007298189626643303
43 12 0.00056997450227593
43 13 0.00047535729711011
43 14 0.00044118038675660526
43 15 0.0004124459441425393
43 16 0.0004480211574604681
44 1 0.000566983080831307
44 2 0.0004702460209082271
44 3 0.0004035944067974917
44 4 0.00042263045689716616
44 5 0.0004554808847042624
44 6 0.0005618058004248638
44 7 0.0007451374894370533
44 8 0.0010229790818704343
44 9 0.0012513692395421105
44 10 0.001022979081873543
44 11 0.0007451374894283935
44 12 0.0005618058004335513
44 13 0.0004554808847467215
44 14 0.000422630456932048
44 15 0.0004035944067597094
44 16 0.00047024602085826706
45 1 0.0005716688530780778
45 2 0.0005036406872967469
45 3 0.0004023550903817785
45 4 0.0004101513337596563
45 5 0.00046279250443748143
45 6 0.0005640879285875311
45 7 0.0007349134685394887
45 8 0.0010640765097589266
45 9 0.0013351817177672531
45 10 0.0010640765097916782
45 11 0.0007349134685451508
45 12 0.0005640879286066824
45 13 0.00046279250445795117
45 14 0.0004101513338191573
45 15 0.000402355090368553
45 16 0.000503640687279483
46 1 0.0005763179739023683
46 2 0.0005553982833925719
46 3 0.000402160862830514
46 4 0.0004056013849202955
46 5 0.0004783899461087149
46 6 0.0005554686505750972
46 7 0.0007287572879414173
46 8 0.0010953730253792093
46 9 0.0014300912968849833
46 10 0.0010953730253867033
46 11 0.0007287572879326742
46 12 0.0005554686505636897
46 13 0.0004783899461698951
46 14 0.0004056013849306622
46 15 0.00040216086287439556
46 16 0.0005553982834501647
47 1 0.0005460325283671852
47 2 0.0006090008461163698
47 3 0.0004150878639216371
47 4 0.00042103667720960747
47 5 0.0004807369528059269
47 6 0.00054010185842579
47 7 0.0007350309171281211
47 8 0.0011272471881431656
47 9 0.0015699055044927634
47 10 0.0011272471881442203
47 11 0.0007350309171135216
47 12 0.0005401018584185596
47 13 0.00048073695285994616
47 14 0.00042103667726388697
47 15 0.00041508786398933295
47 16 0.0006090008460740287
48 1 0.0005378294094230407
48 2 0.0006402492231230572
48 3 0.0005086039893125172
48 4 0.00046915220948307024
48 5 0.0004791672949364667
48 6 0.0005316100208263563
48 7 0.000732871050699524
48 8 0.0011856536082552882
48 9 0.0017414232017719522
48 10 0.0011856536082606728
48 11 0.0007328710506681047
48 12 0.000531610020847173
48 13 0.00047916729502061467
48 14 0.000469152209403096
48 15 0.0005086039893128849
48 16 0.0006402492231847023
49 1 0.000582555546585678
49 2 0.0006693151045772949
49 3 0.0007955873130940372
49 4 0.0005355428214329772
49 5 0.0004937330920893324
49 6 0.0005492342302060305
49 7 0.0007839463239340816
49 8 0.0012725443105531253
49 9 0.0019410595058277913
49 10 0.0012725443105595646
49 11 0.000783946323920065
49 12 0.0005492342302514941
49 13 0.0004937330920981066
49 14 0.0005355428214414738
49 15 0.0007955873129980792
49 16 0.0006693151045498724
50 1 0.000616363756721916
50 2 0.0007635542992181499
50 3 0.0012134336964251258
50 4 0.0006122030259636535
50 5 0.0005561038726145107
50 6 0.0006414705556589961
50 7 0.0009083718777718186
50 8 0.0013909322171286043
50 9 0.0022183012916197065
50 10 0.001390932217124774
50 11 0.0009083718777807281
50 12 0.0006414705556579831
50 13 0.0005561038725310358
50 14 0.0006122030260426875
50 15 0.001213433696305992
50 16 0.0007635542990719196
51 1 0.0006430303924998548
51 2 0.0009557144159126896
51 3 0.0015016828313429986
51 4 0.0008018163368930242
51 5 0.0006876838333789159
51 6 0.000824234578490346
51 7 0.0010532056919445587
51 8 0.0015389105548981874
51 9 0.002606402076875347
51 10 0.0015389105548805349
51 11 0.0010532056919677346
51 12 0.000824234578449809
51 13 0.0006876838334138151
51 14 0.0008018163369063747
51 15 0.0015016828313652933
51 16 0.0009557144158030967
52 1 0.0008701657169179478
52 2 0.0011841425335746836
52 3 0.0014642346533524364
52 4 0.0013074555994159187
52 5 0.0008389671433548518
52 6 0.001019996991394434
52 7 0.0011569290640829344
52 8 0.0016886387604617692
52 9 0.0031456648331600334
52 10 0.0016886387604350683
52 11 0.0011569290640619234
52 12 0.001019996991359129
52 13 0.0008389671434223898
52 14 0.0013074555993917159
52 15 0.0014642346533787348
52 16 0.0011841425335944594
53 1 0.0013875639379964944
53 2 0.001373097957738989
53 3 0.0013139261659146362
53 4 0.0018691099869749817
53 5 0.000997371950832493
53 6 0.0011521725691774343
53 7 0.0012296473516693052
53 8 0.0018134869391763786
53 9 0.003806157233062879
53 10 0.001813486939160447
53 11 0.0012296473516469342
53 12 0.0011521725691814033
53 13 0.0009973719508673904
53 14 0.0018691099869223493
53 15 0.0013139261660139769
53 16 0.0013730979577439018
54 1 0.0018614302330346444
54 2 0.0015410902541778126
54 3 0.001332880729132624
54 4 0.0020032872029129845
54 5 0.0013396456536942658
54 6 0.0012147933528825483
54 7 0.0013114684316302139
54 8 0.0018999362742664339
54 9 0.004389562248227508
54 10 0.0018999362742371795
54 11 0.0013114684316205827
54 12 0.0012147933528916244
54 13 0.001339645653677739
54 14 0.0020032872028199447
54 15 0.0013328807291471748
54 16 0.0015410902543387256
55 1 0.00200705948905755
55 2 0.0017663639984173418
55 3 0.0015231957686919761
55 4 0.00185922631100377
55 5 0.001953529246410124
55 6 0.001295118474089696
55 7 0.001400411913172972
55 8 0.0019508449757619228
55 9 0.004927439237491615
55 10 0.0019508449757497104
55 11 0.0014004119131391934
55 12 0.0012951184740733618
55 13 0.001953529246339441
55 14 0.0018592263109833906
55 15 0.0015231957687842183
55 16 0.0017663639984469848
56 1 0.0020082662343104962
56 2 0.002018886836909095
56 3 0.0018202489101731834
56 4 0.001816225714582398
56 5 0.0024791579595233593
56 6 0.0015413375325199485
56 7 0.0014627886823721514
56 8 0.001953253751444839
56 9 0.0065986582477644
56 10 0.001953253751479367
56 11 0.0014627886823266323
56 12 0.0015413375325078332
56 13 0.002479157959482701
56 14 0.0018162257146196433
56 15 0.0018202489101163122
56 16 0.0020188868366906587
57 1 0.0021619957357209008
57 2 0.002217800840254358
57 3 0.0020989103183073343
57 4 0.002018693420958062
57 5 0.0025825906437400015
57 6 0.0019812635491245345
57 7 0.0015812638997108053
57 8 0.0018989987230295657
57 9 0.010465799732951697
57 10 0.0018989987230536576
57 11 0.0015812638996952066
57 12 0.0019812635490815272
57 13 0.0025825906437629068
57 14 0.0020186934209709046
57 15 0.002098910318283801
57 16 0.0022178008402184424
58 1 0.0024970083927071673
58 2 0.0023866119583650924
58 3 0.002294873827715982
58 4 0.0023147970390648975
58 5 0.002415813011387158
58 6 0.0024183707672558175
58 7 0.0018997589916436297
58 8 0.00190151780307235
58 9 0.01430334152313506
58 10 0.0019015178030961088
58 11 0.0018997589915997204
58 12 0.0024183707672227744
58 13 0.002415813011275362
58 14 0.0023147970391267287
58 15 0.002294873827747724
58 16 0.002386611958395596
59 1 0.0029018263617162643
59 2 0.002582159014709373
59 3 0.00251358989677386
59 4 0.002572532810364514
59 5 0.002212405556903496
59 6 0.002717108301756088
59 7 0.0024520669260226224
59 8 0.002210269357388661
59 9 0.015326569021960168
59 10 0.002210269357447725
59 11 0.002452066926008134
59 12 0.0027171083017686337
59 13 0.0022124055568124926
59 14 0.0025725328103540805
59 15 0.002513589896535145
59 16 0.0025821590147447337
60 1 0.0005723760094750174
60 2 0.000580669884843954
60 3 0.0005904130269012153
60 4 0.0005983712611785652
60 5 0.0006014656791487605
60 6 0.0005983712611986325
60 7 0.0005904130268877816
60 8 0.000580669884836682
60 9 0.0005723760094775432
60 10 0.0005668645306332598
60 11 0.0005629334060610613
60 12 0.0005597521815375039
60 13 0.000558394648731475
60 14 0.0005597521815580153
60 15 0.0005629334060741065
60 16 0.0005668645306430853
61 1 0.0005968247417160732
61 2 0.0006092558588924324
61 3 0.0006142700206050455
61 4 0.000609255858896679
61 5 0.0005968247417306172
61 6 0.0005821054641022838
61 7 0.0005707340441054587
61 8 0.000564882856284532
61 9 0.0005600492584893479
61 10 0.0005540911358087597
61 11 0.0005510881159598857
61 12 0.0005540911358157818
61 13 0.0005600492585143835
61 14 0.0005648828562903607
61 15 0.0005707340441045705
61 16 0.0005821054641150791
62 1 0.0006259769268295301
62 2 0.0006369924788948156
62 3 0.0006314435420907705
62 4 0.0006136301123795818
62 5 0.0005914270395445953
62 6 0.0005754657239582794
62 7 0.0005686974403557032
62 8 0.0005608508550665192
62 9 0.0005435106880455343
62 10 0.0005298368899991357
62 11 0.0005368901894292066
62 12 0.000555568534096329
62 13 0.0005666414845739709
62 14 0.0005722714119163474
62 15 0.0005845266065831467
62 16 0.0006055991226958102
63 1 0.0006495899515794323
63 2 0.0006580867456817963
63 3 0.0006421096133414905
63 4 0.00061675159884933
63 5 0.0005934436250493724
63 6 0.0005850913788445211
63 7 0.0005695296955060269
63 8 0.0005478538223005758
63 9 0.0005120464353988441
63 10 0.0004958958495866195
63 11 0.000525465636106115
63 12 0.0005573939826656327
63 13 0.0005755960782093394
63 14 0.0005884230392179113
63 15 0.0005994660160882903
63 16 0.0006269546233250156
64 1 0.0006783027340210301
64 2 0.0006857930874447637
64 3 0.0006548687162175326
64 4 0.0006221801450244924
