EventID FileName TrueX Truey TotalPE EstimateX EstimateY EstimateLY
pos10_on 25_pos10_on 35.52630061 -10.33837343 1880 8.999465 22.989054 239891
pos11_on 25_pos10_on -31.39710017 19.57605939 1880 8.999465 22.989054 239891
pos12_on 25_pos10_on 28.73738133 -23.30585579 1880 8.999465 22.989054 239891
pos10_on 26_pos10_on 35.52630061 -10.33837343 1926 8.998843 22.984846 246502
pos11_on 26_pos10_on -31.39710017 19.57605939 1926 8.998843 22.984846 246502
pos12_on 26_pos10_on 28.73738133 -23.30585579 1926 8.998843 22.984846 246502
pos10_on 27_pos10_on 35.52630061 -10.33837343 1991 8.998952 22.985588 254592
pos11_on 27_pos10_on -31.39710017 19.57605939 1991 8.998952 22.985588 254592
pos12_on 27_pos10_on 28.73738133 -23.30585579 1991 8.998952 22.985588 254592
pos10_on 28_pos10_on 35.52630061 -10.33837343 2067 8.998844 22.984856 263920
pos11_on 28_pos10_on -31.39710017 19.57605939 2067 8.998844 22.984856 263920
pos12_on 28_pos10_on 28.73738133 -23.30585579 2067 8.998844 22.984856 263920
pos10_on 29_pos10_on 35.52630061 -10.33837343 2107 8.999580 22.989834 268456
pos11_on 29_pos10_on -31.39710017 19.57605939 2107 8.999580 22.989834 268456
pos12_on 29_pos10_on 28.73738133 -23.30585579 2107 8.999580 22.989834 268456
pos10_on 30_pos10_on 35.52630061 -10.33837343 2216 8.998861 22.984972 285021
pos11_on 30_pos10_on -31.39710017 19.57605939 2216 8.998861 22.984972 285021
pos12_on 30_pos10_on 28.73738133 -23.30585579 2216 8.998861 22.984972 285021
pos10_on 31_pos10_on 35.52630061 -10.33837343 2243 8.998880 22.985100 287566
pos11_on 31_pos10_on -31.39710017 19.57605939 2243 8.998880 22.985100 287566
pos12_on 31_pos10_on 28.73738133 -23.30585579 2243 8.998880 22.985100 287566
pos10_on 32_pos10_on 35.52630061 -10.33837343 2292 8.998878 22.985088 294660
pos11_on 32_pos10_on -31.39710017 19.57605939 2292 8.998878 22.985088 294660
pos12_on 32_pos10_on 28.73738133 -23.30585579 2292 8.998878 22.985088 294660
pos10_on 33_pos10_on 35.52630061 -10.33837343 2362 8.998594 22.983139 303092
pos11_on 33_pos10_on -31.39710017 19.57605939 2362 8.998594 22.983139 303092
pos12_on 33_pos10_on 28.73738133 -23.30585579 2362 8.998594 22.983139 303092
pos10_on 34_pos10_on 35.52630061 -10.33837343 2434 9.000199 22.994038 311306
pos11_on 34_pos10_on -31.39710017 19.57605939 2434 9.000199 22.994038 311306
pos12_on 34_pos10_on 28.73738133 -23.30585579 2434 9.000199 22.994038 311306
pos10_on 35_pos10_on 35.52630061 -10.33837343 2542 8.999236 22.987507 325074
pos11_on 35_pos10_on -31.39710017 19.57605939 2542 8.999236 22.987507 325074
pos12_on 35_pos10_on 28.73738133 -23.30585579 2542 8.999236 22.987507 325074
pos10_on 36_pos10_on 35.52630061 -10.33837343 2644 8.998886 22.985142 339895
pos11_on 36_pos10_on -31.39710017 19.57605939 2644 8.998886 22.985142 339895
pos12_on 36_pos10_on 28.73738133 -23.30585579 2644 8.998886 22.985142 339895
pos10_on 37_pos10_on 35.52630061 -10.33837343 2715 8.998901 22.985247 348782
pos11_on 37_pos10_on -31.39710017 19.57605939 2715 8.998901 22.985247 348782
pos12_on 37_pos10_on 28.73738133 -23.30585579 2715 8.998901 22.985247 348782
pos10_on 38_pos10_on 35.52630061 -10.33837343 2793 8.998901 22.985247 358103
pos11_on 38_pos10_on -31.39710017 19.57605939 2793 8.998901 22.985247 358103
pos12_on 38_pos10_on 28.73738133 -23.30585579 2793 8.998901 22.985247 358103
pos10_on 39_pos10_on 35.52630061 -10.33837343 2873 8.999615 22.990070 367680
pos11_on 39_pos10_on -31.39710017 19.57605939 2873 8.999615 22.990070 367680
pos12_on 39_pos10_on 28.73738133 -23.30585579 2873 8.999615 22.990070 367680
pos10_on 40_pos10_on 35.52630061 -10.33837343 2936 9.000533 22.996305 375068
pos11_on 40_pos10_on -31.39710017 19.57605939 2936 9.000533 22.996305 375068
pos12_on 40_pos10_on 28.73738133 -23.30585579 2936 9.000533 22.996305 375068
pos10_on 41_pos10_on 35.52630061 -10.33837343 2979 8.998806 22.984602 380421
pos11_on 41_pos10_on -31.39710017 19.57605939 2979 8.998806 22.984602 380421
pos12_on 41_pos10_on 28.73738133 -23.30585579 2979 8.998806 22.984602 380421
pos10_on 42_pos10_on 35.52630061 -10.33837343 3053 8.999140 22.986860 389341
pos11_on 42_pos10_on -31.39710017 19.57605939 3053 8.999140 22.986860 389341
pos12_on 42_pos10_on 28.73738133 -23.30585579 3053 8.999140 22.986860 389341
