pixelID x y
810 1.0 8.0
811 2.0 8.0
812 3.0 8.0
813 4.0 8.0
814 5.0 8.0
815 6.0 8.0
816 7.0 8.0
817 8.0 8.0
818 9.0 8.0
819 10.0 8.0
820 11.0 8.0
821 12.0 8.0
822 13.0 8.0
823 14.0 8.0
824 15.0 8.0
825 16.0 8.0
826 17.0 8.0
827 18.0 8.0
828 19.0 8.0
829 20.0 8.0
830 21.0 8.0
831 22.0 8.0
832 23.0 8.0
833 24.0 8.0
834 25.0 8.0
835 26.0 8.0
836 27.0 8.0
837 28.0 8.0
838 29.0 8.0
839 30.0 8.0
840 31.0 8.0
841 32.0 8.0
842 33.0 8.0
843 34.0 8.0
844 35.0 8.0
845 36.0 8.0
846 37.0 8.0
847 38.0 8.0
848 39.0 8.0
849 40.0 8.0
850 41.0 8.0
851 42.0 8.0
852 43.0 8.0
853 44.0 8.0
854 45.0 8.0
855 46.0 8.0
856 47.0 8.0
857 48.0 8.0
858 49.0 8.0
859 -1.0 8.0
860 -2.0 8.0
861 -3.0 8.0
862 -4.0 8.0
863 -5.0 8.0
864 -6.0 8.0
865 -7.0 8.0
866 -8.0 8.0
867 -9.0 8.0
868 -10.0 8.0
869 -11.0 8.0
870 -12.0 8.0
871 -13.0 8.0
872 -14.0 8.0
873 -15.0 8.0
874 -16.0 8.0
875 -17.0 8.0
876 -18.0 8.0
877 -19.0 8.0
878 -20.0 8.0
879 -21.0 8.0
880 -22.0 8.0
881 -23.0 8.0
882 -24.0 8.0
883 -25.0 8.0
884 -26.0 8.0
885 -27.0 8.0
886 -28.0 8.0
887 -29.0 8.0
888 -30.0 8.0
889 -31.0 8.0
890 -32.0 8.0
891 -33.0 8.0
892 -34.0 8.0
893 -35.0 8.0
894 -36.0 8.0
895 -37.0 8.0
896 -38.0 8.0
897 -39.0 8.0
898 -40.0 8.0
899 -41.0 8.0
900 -42.0 8.0
901 -43.0 8.0
902 -44.0 8.0
903 -45.0 8.0
904 -46.0 8.0
905 -47.0 8.0
906 -48.0 8.0
907 -49.0 8.0
908 0 9.0
909 1.0 9.0
910 2.0 9.0
911 3.0 9.0
912 4.0 9.0
913 5.0 9.0
914 6.0 9.0
915 7.0 9.0
916 8.0 9.0
917 9.0 9.0
918 10.0 9.0
919 11.0 9.0
920 12.0 9.0
921 13.0 9.0
922 14.0 9.0
923 15.0 9.0
924 16.0 9.0
925 17.0 9.0
926 18.0 9.0
927 19.0 9.0
928 20.0 9.0
929 21.0 9.0
930 22.0 9.0
931 23.0 9.0
932 24.0 9.0
933 25.0 9.0
934 26.0 9.0
935 27.0 9.0
936 28.0 9.0
937 29.0 9.0
938 30.0 9.0
939 31.0 9.0
940 32.0 9.0
941 33.0 9.0
942 34.0 9.0
943 35.0 9.0
944 36.0 9.0
945 37.0 9.0
946 38.0 9.0
947 39.0 9.0
948 40.0 9.0
949 41.0 9.0
950 42.0 9.0
951 43.0 9.0
952 44.0 9.0
953 45.0 9.0
954 46.0 9.0
955 47.0 9.0
956 48.0 9.0
957 49.0 9.0
958 -1.0 9.0
959 -2.0 9.0
960 -3.0 9.0
961 -4.0 9.0
962 -5.0 9.0
963 -6.0 9.0
964 -7.0 9.0
965 -8.0 9.0
966 -9.0 9.0
967 -10.0 9.0
968 -11.0 9.0
969 -12.0 9.0
970 -13.0 9.0
971 -14.0 9.0
972 -15.0 9.0
973 -16.0 9.0
974 -17.0 9.0
975 -18.0 9.0
976 -19.0 9.0
977 -20.0 9.0
978 -21.0 9.0
979 -22.0 9.0
980 -23.0 9.0
981 -24.0 9.0
982 -25.0 9.0
983 -26.0 9.0
984 -27.0 9.0
985 -28.0 9.0
986 -29.0 9.0
987 -30.0 9.0
988 -31.0 9.0
989 -32.0 9.0
990 -33.0 9.0
991 -34.0 9.0
992 -35.0 9.0
993 -36.0 9.0
994 -37.0 9.0
995 -38.0 9.0
996 -39.0 9.0
997 -40.0 9.0
998 -41.0 9.0
999 -42.0 9.0
1000 -43.0 9.0
1001 -44.0 9.0
1002 -45.0 9.0
1003 -46.0 9.0
1004 -47.0 9.0
1005 -48.0 9.0
1006 -49.0 9.0
1007 0 10.0
1008 1.0 10.0
1009 2.0 10.0
1010 3.0 10.0
1011 4.0 10.0
1012 5.0 10.0
1013 6.0 10.0
1014 7.0 10.0
1015 8.0 10.0
1016 9.0 10.0
1017 10.0 10.0
1018 11.0 10.0
1019 12.0 10.0
1020 13.0 10.0
1021 14.0 10.0
1022 15.0 10.0
1023 16.0 10.0
1024 17.0 10.0
1025 18.0 10.0
1026 19.0 10.0
1027 20.0 10.0
1028 21.0 10.0
1029 22.0 10.0
1030 23.0 10.0
1031 24.0 10.0
1032 25.0 10.0
1033 26.0 10.0
1034 27.0 10.0
1035 28.0 10.0
1036 29.0 10.0
1037 30.0 10.0
1038 31.0 10.0
1039 32.0 10.0
1040 33.0 10.0
1041 34.0 10.0
1042 35.0 10.0
1043 36.0 10.0
1044 37.0 10.0
1045 38.0 10.0
1046 39.0 10.0
1047 40.0 10.0
1048 41.0 10.0
1049 42.0 10.0
1050 43.0 10.0
1051 44.0 10.0
1052 45.0 10.0
1053 46.0 10.0
1054 47.0 10.0
1055 48.0 10.0
1056 49.0 10.0
1057 -1.0 10.0
1058 -2.0 10.0
1059 -3.0 10.0
1060 -4.0 10.0
1061 -5.0 10.0
1062 -6.0 10.0
1063 -7.0 10.0
1064 -8.0 10.0
1065 -9.0 10.0
1066 -10.0 10.0
1067 -11.0 10.0
1068 -12.0 10.0
1069 -13.0 10.0
1070 -14.0 10.0
1071 -15.0 10.0
1072 -16.0 10.0
1073 -17.0 10.0
1074 -18.0 10.0
1075 -19.0 10.0
1076 -20.0 10.0
1077 -21.0 10.0
1078 -22.0 10.0
1079 -23.0 10.0
1080 -24.0 10.0
1081 -25.0 10.0
1082 -26.0 10.0
1083 -27.0 10.0
1084 -28.0 10.0
1085 -29.0 10.0
1086 -30.0 10.0
1087 -31.0 10.0
1088 -32.0 10.0
1089 -33.0 10.0
1090 -34.0 10.0
1091 -35.0 10.0
1092 -36.0 10.0
1093 -37.0 10.0
1094 -38.0 10.0
1095 -39.0 10.0
1096 -40.0 10.0
1097 -41.0 10.0
1098 -42.0 10.0
1099 -43.0 10.0
1100 -44.0 10.0
1101 -45.0 10.0
1102 -46.0 10.0
1103 -47.0 10.0
1104 -48.0 10.0
1105 -49.0 10.0
1106 0 11.0
1107 1.0 11.0
1108 2.0 11.0
1109 3.0 11.0
1110 4.0 11.0
1111 5.0 11.0
1112 6.0 11.0
1113 7.0 11.0
1114 8.0 11.0
1115 9.0 11.0
1116 10.0 11.0
1117 11.0 11.0
1118 12.0 11.0
1119 13.0 11.0
1120 14.0 11.0
1121 15.0 11.0
1122 16.0 11.0
1123 17.0 11.0
1124 18.0 11.0
1125 19.0 11.0
1126 20.0 11.0
1127 21.0 11.0
1128 22.0 11.0
1129 23.0 11.0
1130 24.0 11.0
1131 25.0 11.0
1132 26.0 11.0
1133 27.0 11.0
1134 28.0 11.0
1135 29.0 11.0
1136 30.0 11.0
1137 31.0 11.0
1138 32.0 11.0
1139 33.0 11.0
1140 34.0 11.0
1141 35.0 11.0
1142 36.0 11.0
1143 37.0 11.0
1144 38.0 11.0
1145 39.0 11.0
1146 40.0 11.0
1147 41.0 11.0
1148 42.0 11.0
1149 43.0 11.0
1150 44.0 11.0
1151 45.0 11.0
1152 46.0 11.0
1153 47.0 11.0
1154 48.0 11.0
1155 49.0 11.0
1156 -1.0 11.0
1157 -2.0 11.0
1158 -3.0 11.0
1159 -4.0 11.0
1160 -5.0 11.0
1161 -6.0 11.0
1162 -7.0 11.0
1163 -8.0 11.0
1164 -9.0 11.0
1165 -10.0 11.0
1166 -11.0 11.0
1167 -12.0 11.0
1168 -13.0 11.0
1169 -14.0 11.0
1170 -15.0 11.0
1171 -16.0 11.0
1172 -17.0 11.0
1173 -18.0 11.0
1174 -19.0 11.0
1175 -20.0 11.0
1176 -21.0 11.0
1177 -22.0 11.0
1178 -23.0 11.0
1179 -24.0 11.0
1180 -25.0 11.0
1181 -26.0 11.0
1182 -27.0 11.0
1183 -28.0 11.0
1184 -29.0 11.0
1185 -30.0 11.0
1186 -31.0 11.0
1187 -32.0 11.0
1188 -33.0 11.0
1189 -34.0 11.0
1190 -35.0 11.0
1191 -36.0 11.0
1192 -37.0 11.0
1193 -38.0 11.0
1194 -39.0 11.0
1195 -40.0 11.0
1196 -41.0 11.0
1197 -42.0 11.0
1198 -43.0 11.0
1199 -44.0 11.0
1200 -45.0 11.0
1201 -46.0 11.0
1202 -47.0 11.0
1203 -48.0 11.0
1204 -49.0 11.0
1205 0 12.0
1206 1.0 12.0
1207 2.0 12.0
1208 3.0 12.0
1209 4.0 12.0
1210 5.0 12.0
1211 6.0 12.0
1212 7.0 12.0
1213 8.0 12.0
1214 9.0 12.0
1215 10.0 12.0
1216 11.0 12.0
1217 12.0 12.0
1218 13.0 12.0
1219 14.0 12.0
1220 15.0 12.0
1221 16.0 12.0
1222 17.0 12.0
1223 18.0 12.0
1224 19.0 12.0
1225 20.0 12.0
1226 21.0 12.0
1227 22.0 12.0
1228 23.0 12.0
1229 24.0 12.0
1230 25.0 12.0
1231 26.0 12.0
1232 27.0 12.0
1233 28.0 12.0
1234 29.0 12.0
1235 30.0 12.0
1236 31.0 12.0
1237 32.0 12.0
1238 33.0 12.0
1239 34.0 12.0
1240 35.0 12.0
1241 36.0 12.0
1242 37.0 12.0
1243 38.0 12.0
1244 39.0 12.0
1245 40.0 12.0
1246 41.0 12.0
1247 42.0 12.0
1248 43.0 12.0
1249 44.0 12.0
1250 45.0 12.0
1251 46.0 12.0
1252 47.0 12.0
1253 48.0 12.0
1254 49.0 12.0
1255 -1.0 12.0
1256 -2.0 12.0
1257 -3.0 12.0
1258 -4.0 12.0
1259 -5.0 12.0
1260 -6.0 12.0
1261 -7.0 12.0
1262 -8.0 12.0
1263 -9.0 12.0
1264 -10.0 12.0
1265 -11.0 12.0
1266 -12.0 12.0
1267 -13.0 12.0
1268 -14.0 12.0
1269 -15.0 12.0
1270 -16.0 12.0
1271 -17.0 12.0
1272 -18.0 12.0
1273 -19.0 12.0
1274 -20.0 12.0
1275 -21.0 12.0
1276 -22.0 12.0
1277 -23.0 12.0
1278 -24.0 12.0
1279 -25.0 12.0
1280 -26.0 12.0
1281 -27.0 12.0
1282 -28.0 12.0
1283 -29.0 12.0
1284 -30.0 12.0
1285 -31.0 12.0
1286 -32.0 12.0
1287 -33.0 12.0
1288 -34.0 12.0
1289 -35.0 12.0
1290 -36.0 12.0
1291 -37.0 12.0
1292 -38.0 12.0
1293 -39.0 12.0
1294 -40.0 12.0
1295 -41.0 12.0
1296 -42.0 12.0
1297 -43.0 12.0
1298 -44.0 12.0
1299 -45.0 12.0
1300 -46.0 12.0
1301 -47.0 12.0
1302 -48.0 12.0
1303 -49.0 12.0
1304 0 13.0
1305 1.0 13.0
1306 2.0 13.0
1307 3.0 13.0
1308 4.0 13.0
1309 5.0 13.0
1310 6.0 13.0
1311 7.0 13.0
1312 8.0 13.0
1313 9.0 13.0
1314 10.0 13.0
1315 11.0 13.0
1316 12.0 13.0
1317 13.0 13.0
1318 14.0 13.0
1319 15.0 13.0
1320 16.0 13.0
1321 17.0 13.0
1322 18.0 13.0
1323 19.0 13.0
